Timestamp,True_X,True_Y,Est_X,Est_Y,Error,Dist_A1,NLOS_A1,Dist_A2,NLOS_A2,Dist_A3,NLOS_A3,Dist_A4,NLOS_A4
0.25,3.8,2.9,3.7959677857579672,2.9069067209196153,0.007997596236063916,2.4459721734714224,0,1.944160747076957,0,2.8837332231065433,0,3.659328342962266,0
0.49999999999999994,3.8,2.9,3.796800642504962,2.8793224943536,0.020923554385857968,2.4556042294289604,0,1.9457127611771903,0,2.9263935982606006,0,3.6446086664151647,0
0.7500000000000001,3.8,2.9,3.8235525478922505,2.8873910269189365,0.026715327330499725,2.480151189365341,0,1.940253979173768,0,2.9055355210582987,0,3.7804581207921957,0
1.0000000000000002,3.8,2.9,3.80007694095076,2.8326239116454848,0.0673761322863322,2.448151737967574,0,1.9154295584143364,0,2.975599995920359,0,3.663888044103883,0
1.2500000000000004,3.8,2.9,3.7682666298562624,2.7957936664070333,0.10893101827105119,2.443462114844772,0,1.9440343678960894,0,3.0534721328902545,0,3.670984672923113,0
1.5000000000000007,3.8,2.9,3.765846001025972,2.83816595190148,0.07063954381341925,2.45715143504547,0,1.978922208018143,0,3.0150194240710646,0,3.6711273506652127,0
1.7500000000000009,3.8,2.9,3.798087757850491,2.8980481166972814,0.002732493086137559,2.4596740217017,0,1.9552897054323735,0,2.9042964503642184,0,3.674321738660407,0
2.000000000000001,3.8,2.9,3.639503500213703,3.0616706607785753,0.22780809687154235,2.4806624739352054,0,2.247205277805228,0,2.8976328089509775,0,3.7079739852450935,0
2.25,3.8,2.9,3.813205700074991,2.89809229110327,0.013342783356754302,2.475297477247607,0,1.9529062498480894,0,2.899759367413865,0,3.6707844652158315,0
2.499999999999999,3.8,2.9,3.7585425981353655,2.7464551294464945,0.15904321250106374,2.445321925491901,0,1.9439280925040676,0,3.1254046828768343,0,3.659130363122192,0
2.7499999999999982,3.8,2.9,3.784038331280896,2.867259472575509,0.03642412667906058,2.44186837493397,0,1.943091456770785,0,2.9451279914975084,0,3.735055405850997,0
2.9999999999999973,3.8,2.9,3.795113542435828,2.8880939278414943,0.012869810479179325,2.443971467995266,0,1.9364996923296345,0,2.9073492388614426,0,3.66657911370229,0
3.2499999999999964,3.8,2.9,3.7902881242568904,2.8941552464990847,0.011334975691904097,2.4391879217335917,0,1.9396583648056207,0,2.9011879405315826,0,4.253080891521566,0
